wallet,amount
0x5C1AfEAedAbaD6D2Be349334338bdD192bca6E5e,100523393000000000000
0xC3389ac80A59598C31837219032E1637e7637370,10019728438000000000000
0xD559c57Ed7554c9D4E9FacBaEc623a2Ad3608811,1384826939000000000000
0x988982c544Caf3c70760681E72B69CE1DF65eF24,2012502089000000000000
0x115174ad5Bb108CABd165bFa43544E16a338BBD4,935185754000000000000
0x65Dcd6733290A9881280D8D40a06BcDeD98E9C2D,175000000000000000000
0x004FDe3a78545A152bd777377960d812A63c126e,15000006094000000000000
0x6589a1d405E5b42E3298b0f5D5fdFb6c84637D60,747516543000000000000
0xDC5591Ffe1163E055c2551FA0071bD8C0D190f38,3071904275000000000000
0x3311b02740Fa797Cd581880206dB2de01783C0a9,3820958785000000000000
0xFc55C0F46eA051cB74A49E955446DF6905d8381C,3752493977000000000000
0xB4C5B8347a9E8Bcf779232141e14b288B7a3f914,1000000000000000000000
0xbEEaCD4661d9a74186fB8a0e1B91fa9680d69dd8,753801036000000000000
0xB7dEfb12B27d55cd703AC9b01acBE11D60dDD6c0,13966581731000000000000
0x956F4e4Af9F53864E5D1E9d61dB27538be4dDe6b,1604846973000000000000
0x8e7b2353b9f0103E4c614aa53E8B7AFF89237a87,3083994789000000000000
0xfCE297D98aA290850695B0aEaae97549Fbb917e0,623970906000000000000
0x4Acc32f78DC269acC070cAea1Bf917a9F618353F,7413660328000000000000
0xD9eDF3a8dd2b0135b317C4C81332128880042F29,1019000000000000000000
0x7cB828A7B90FA88BE0C5Cb45bA4646D9BE0a28D9,30303000000000000000000
0x662b009fa2D6E78fC3ebBABc321FD5390961e8c2,30301000000000000000000
0x22Ca9cDb3d1451F39abdF3478F1C3Ba11B73F075,1001763231000000000000
0xda4DF6C488512051A0545aEad9CB032c4e3AAc0c,3146000000000000000000
0x6fceb9389F0B97ADfe9CCbb206F9f8D1ECEFed11,1600000000000000000000
0xdFa5CE59C8363522B559e109D17fc880B59cCF88,17519637441000000000000
0x16F570e93fDbC3A4865b7740DEB052eE94d87E15,157436675637000000000000
0x6D2ff1613BA130837a7c1c0F6bD0a44E94CAF757,47778779850000000000000
0x9b565b4b8dA0A1EbBF61133AB34bF871Fc65E0A7,46500000000000000000000
0x1A7138FC2992a04e8F13f5a9C0116787259C47aE,878047896000000000000
0x1312a2f7fB70daF09711B5EB0321DA04821635F0,44000000000000000000
0x4bcAFC832b94537d01AdCFEC81b95Bf36c3b6923,366907861000000000000
0xc23E8321CAb02CDBb8689c43C7B72c6A631D9503,1750000000000000000000
0x1cd7072e69d8420A43e5c928562E8D56BfB03726,600000000000000000000
0xF439C86611575A4b63cbAE5efe2594D3DF1E36Ce,1000000000000000000000
0xa0093807D2C35018379522d4747944B001250553,196096173000000000000
0xA21F711E4a826c799939BC6E6E7b90065510b5C9,1600806027000000000000
0x6F4aC3FA962C4eD4a0D3E53D54908D0011f36e0B,11754090000000000000000
0x11cFab2aDEC90Aa53aF97B02cE72ED3a85e6E8D9,30000000000000000000000
0xcD3ee0494DEB60fF8967F84739fD93Dd9386fB03,30000000000000000000000
0xa4B324f9027E78A3533Cca2C6A359BFe7C675526,400000000000000000000
0xc5F724684751603A2291A76b2B29eD533f44571E,400000000000000000000
0x1a606d48bC21F29c29819b90BF82089092Cf9E6d,400000000000000000000
0x13AfA6db526b5E3c7911892110ce71029782C922,400000000000000000000
0x8ECd5BcAC14E2c11d6731e2555f2ECcD3b2d6c6F,400000000000000000000
0xa03A31CEb5253943dfF2c85F644539Ff69b049e7,400000000000000000000
0xb6f06C042117031FbAd0f903900c81DfE12196A9,400000000000000000000
0x71b3dd1cf16f11F5d878971C2EB66D76816a0822,1000000000000000000000
0x999d958AF08A05587c9D10B2EBeE7d84abFbFC21,1040345241000000000000
0xe95142A9A57ac143A23394F2666Dc556D3080196,400000000000000000000
0x1cAD40D5c7302249f4cd76B8C6cdaB1d059AcfF1,150000000000000000000000
0xdB037B32f2326F64d6d9f5b277eF7f3B30eD802d,400000000000000000000
0x000af63464219c5aF53c8871Ae9afAb8D7b88869,400000000000000000000
0x7b8B7567Cbf29957c7df438D5643dcbfF68dc596,400000000000000000000
0xa0C5d8B4e7e41629a1dc4dbBDcf249783B742579,400000000000000000000
0x3234F3383d50aA257147123C25C5E24FEe33904f,400000000000000000000
0xd5AC3e2e1BA432227bA22bc435C13c1d53c73B24,400000000000000000000
0x66f5f85c2CfB64d7E7c66DB3551D789e04B773B5,400000000000000000000
0xBFf47d86cC8e7d332c67dd60f774BF734ee9429a,400000000000000000000
0x9ddeA6c0BfA53bdF244aDE7Ba5Ed7e227F6e58B4,155155150000000000000000
0x5e51eA950112d7CCF4DB911E48401b627fAac8f9,400000000000000000000
0x51f90F78b6292559De993DDDb26cb4E73024BcE6,400000000000000000000
0xdE24b362F4A5EA5080C0233C7fafE02022F1D215,400000000000000000000
0x71039D94860460F23F67f46917d130f980d143C8,400000000000000000000
0x81d8d0ce95Bb25bc16D70646AA82228476222a5d,9208907572000000000000
0xD8873bb4557632F6e15747630b869007da4aff43,140000000000000000000000
0x1Ad661a1Feda108982C95c6adCe31e3B2417FC3b,141111150000000000000000
0x2Eb75f6b58a2b2D7aB53f1AF8D969B3014257a8a,133333330000000000000000
0xD0aa2526214453659FC62b2C0550f2229F01198F,2005520000000000000000
0x24198aF68Eb5f276fc0406d2e07aE09210bDcbB6,76380473179000000000000
0x0448F1d25beDa35E199604E606F9A8BE87F22678,6976478499000000000000
0xa50A9B931E22D45Ef4e0cDdAD1EB09921969A9F0,8785910412000000000000
0x14adF8896C7711aC192E85Cac3b3C3992E0bF22d,47000000000000000000000
